,sp_id,latitude,longitude
0,505003560,30.440774800000003,-84.3196372
1,505002705,30.471024300000003,-84.303107
2,505091707,30.5282543,-84.197097
3,505003243,30.4220643,-84.301847
4,504994962,30.4975743,-84.24604699999999
5,505088557,30.5939643,-84.25200699999999
6,504996995,30.468564299999997,-84.255487
7,505006862,30.480014299999997,-84.351557
8,505005704,30.5054543,-84.33639699999999
9,505001072,30.4633643,-84.28190699999999
10,504999793,30.4455543,-84.280307
11,504749058,29.2047245,-81.034858
12,505001115,30.473404300000002,-84.281977
13,504997234,30.5074943,-84.253637
14,505003135,30.4332343,-84.293397
15,504998755,30.468064299999998,-84.273187
16,504992478,30.4594213,-84.230236
17,505474976,34.0475035,-84.3427768
18,505000350,30.4372543,-84.278947
19,504995111,30.4958543,-84.240597
20,504994008,30.4762743,-84.23405699999999
21,505000149,30.4544043,-84.278767
22,504996475,30.439164399999996,-84.2571868
23,505091060,30.5663243,-84.209587
24,505000216,30.4517343,-84.278487
25,504996271,30.506254300000002,-84.244817
26,504998026,30.4548043,-84.263397
27,505085914,30.532764299999997,-84.46731690000001
28,504993202,30.3960643,-84.23007700000001
29,505002464,30.462684799999998,-84.298707
30,504673026,28.5048897,-81.31040990000001
31,505006042,30.457564299999998,-84.345477
32,505089519,30.542074300000003,-84.22506700000001
33,505003957,30.458794300000005,-84.311627
34,505089767,30.5931343,-84.225307
35,504997030,30.4947343,-84.252627
36,505005692,30.507594300000004,-84.336177
37,505089124,30.553252299999997,-84.221509
38,504994186,30.5058243,-84.23701700000001
39,504992892,30.4770043,-84.22415699999999
40,504992010,30.4297343,-84.211597
41,505005681,30.497124300000003,-84.343367
42,505006112,30.4540543,-84.34571700000001
43,505006877,30.5079143,-84.354587
44,505005419,30.3793923,-84.34439
45,504995316,30.506154300000002,-84.241497
46,505098528,30.8129842,-83.3080372
47,505004504,30.080214399999996,-84.328637
48,504992245,30.431384299999998,-84.218747
49,504991344,30.474494300000003,-84.164947
50,505003966,30.432514299999998,-84.308677
51,504670409,28.5040947,-81.3265179
52,505083145,30.587426300000004,-84.6211809
53,504990256,30.4922043,-84.093587
54,504995602,30.4444343,-84.252397
55,504998102,30.448114299999997,-84.26019699999999
56,505086729,30.596624300000002,-84.46207690000001
57,505008844,30.4906343,-84.6507169
58,504998304,30.4784343,-84.265247
59,505002635,30.4766643,-84.296877
60,505004114,30.4577143,-84.307097
61,504997078,30.470914299999997,-84.258277
62,504991772,30.5112143,-84.207347
63,505089389,30.5303343,-84.220647
64,505088786,30.554094300000003,-84.251987
65,504991545,30.4968743,-84.216087
66,505093394,30.833624199999996,-83.9791671
67,505001880,30.472844300000002,-84.291137
68,505009269,30.443074300000003,-84.51869690000001
69,504990552,30.4862743,-84.17867700000001
70,505088850,30.5691043,-84.252767
71,504997170,30.506264299999998,-84.251917
72,505086926,30.530214299999997,-84.4662069
73,504993381,30.441932300000005,-84.234083
74,505006557,30.2373643,-84.362887
75,504993699,30.435394300000002,-84.234507
76,505087101,30.522774300000002,-84.371877
77,504995285,30.455064299999997,-84.23921700000001
78,505088064,30.6718042,-84.279337
79,505002074,30.376844300000002,-84.291567
80,505001557,30.4391743,-84.290017
81,505006140,30.445094300000004,-84.336587
82,505004357,30.502244300000005,-84.303427
83,505000201,30.4748243,-84.28012700000001
84,505092616,30.576464299999998,-84.11631700000001
85,504996112,30.4912843,-84.244827
86,504996417,30.458884299999998,-84.260944
87,505085913,30.5327243,-84.4709469
88,504992156,30.427704300000002,-84.21380699999999
89,504998010,30.4029543,-84.267827
90,505003447,30.4491783,-84.315045
91,504992210,30.4352043,-84.194277
92,504999655,30.4146643,-84.280287
93,504998707,30.4216643,-84.27765699999999
94,505087739,30.516744300000003,-84.358337
95,505003183,30.4227343,-84.300527
96,505088264,30.552925199999997,-84.2575357
97,505002692,30.478694300000004,-84.303747
98,505088658,30.541144300000003,-84.254927
99,504991313,30.4457143,-84.144767
100,504995201,30.4457543,-84.24269699999999
101,504997863,30.4121043,-84.265587
102,505093071,30.859174199999998,-84.006067
103,504993032,30.4600643,-84.229437
104,504995233,30.4683043,-84.238147
105,505090867,30.5263143,-84.214497
106,505002584,30.4639143,-84.30341700000001
107,504999316,30.4832043,-84.27466700000001
108,504999135,30.3847743,-84.268537
109,505003221,30.4269043,-84.302897
110,505006857,30.481214299999998,-84.350957
111,505089722,30.597074300000003,-84.228757
112,504994365,30.4418713,-84.241766
113,505094296,30.8107682,-83.93820009999999
114,505006806,30.4647643,-84.352767
115,517125362,38.761294299999996,-77.5343056
116,504999998,30.451594300000004,-84.28034699999999
117,504995228,30.5002843,-84.24301700000001
118,504991236,30.4758543,-84.142707
119,505090888,30.518294300000004,-84.208377
120,504991410,30.5150933,-84.20164399999999
